"ProteinID","C1_1","C1_2","C2_1","C2_2","C3_1","C3_2","C4_1","C4_2","Log2(Int) C1_1","Log2(Int) C1_2","Log2(Int) C2_1","Log2(Int) C2_2","Log2(Int) C3_1","Log2(Int) C3_2","Log2(Int) C4_1","Log2(Int) C4_2","Mean intensity C1","Mean intensity C2","Mean intensity C3","Mean intensity C4","Condition_1_SD","Condition_2_SD","Condition_3_SD","Condition_4_SD","Condition_1_CV","Condition_2_CV","Condition_3_CV","Condition_4_CV","qValue C2","qValue C3","qValue C4","Log2 intensity C1","Log2 intensity C2","Log2 intensity C3","Log2 intensity C4","Z-Score C1","Z-Score C2","Z-Score C3","Z-Score C4","Ratio C2/C1","Ratio C3/C1","Ratio C4/C1","Fold change C2/C1","Fold change C3/C1","Fold change C4/C1","Log2(ratio) C2/C1","Log2(ratio) C3/C1","Log2(ratio) C4/C1"
"Q9CYH2",80000,81000,71000,73000,73000,74000,70000,66000,16.29,16.31,16.12,16.16,16.16,16.18,16.1,16.01,80500,72000,73500,68000,707,1410,707,2830,0.8784,1.964,0.9621,4.159,0.26135,0.06645,0.00161,16.297,16.136,16.165,16.053,1.324,-0.268,0.026,-1.083,0.894,0.913,0.845,-1.119,-1.095,-1.183,-0.162,-0.131,-0.243
"Q9DB60",15000,16000,18000,14000,14000,15000,15000,15000,13.87,13.97,14.14,13.77,13.77,13.87,13.87,13.87,15500,16000,14500,15000,707,2830,707,0,4.562,17.68,4.877,0,0.96075,0.63464,0.35563,13.92,13.966,13.824,13.873,0.4,1.149,-1.175,-0.374,1.032,0.935,0.968,1.032,-1.07,-1.033,0.045,-0.097,-0.047
"Q8C790",18000,19000,18000,18000,18000,18000,17000,17000,14.14,14.21,14.14,14.14,14.14,14.14,14.05,14.05,18500,18000,18000,17000,707,0,0,0,3.822,0,0,0,0.67447,0.48315,0.01206,14.175,14.136,14.136,14.053,0.979,0.209,0.209,-1.398,0.973,0.973,0.919,-1.028,-1.028,-1.088,-0.039,-0.039,-0.122
"Q8C9E8",37000,35000,40000,43000,40000,43000,40000,36000,15.18,15.1,15.29,15.39,15.29,15.39,15.29,15.14,36000,41500,41500,38000,1410,2120,2120,2830,3.928,5.112,5.112,7.443,0.42608,0.11419,0.19312,15.136,15.341,15.341,15.214,-1.208,0.822,0.822,-0.436,1.153,1.153,1.056,1.153,1.153,1.056,0.205,0.205,0.079
"Q9CR80",73000,71000,71000,71000,78000,76000,87000,88000,16.16,16.12,16.12,16.12,16.25,16.21,16.41,16.43,72000,71000,77000,87500,1410,0,1410,707,1.964,0,1.837,0.8081,0.81812,0.07504,0.00038,16.136,16.116,16.233,16.417,-0.65,-0.797,0.054,1.393,0.986,1.069,1.215,-1.014,1.069,1.215,-0.02,0.096,0.281
"Q9D8T0",40000,38000,37000,37000,37000,36000,54000,53000,15.29,15.21,15.18,15.18,15.18,15.14,15.72,15.69,39000,37000,36500,53500,1410,0,707,707,3.626,0,1.937,1.322,0.53869,0.12574,0.00015,15.251,15.175,15.156,15.707,-0.274,-0.566,-0.641,1.481,0.949,0.936,1.372,-1.054,-1.068,1.372,-0.076,-0.095,0.456
"Q91VU0",72000,69000,66000,67000,61000,63000,75000,69000,16.14,16.07,16.01,16.03,15.9,15.94,16.19,16.07,70500,66500,62000,72000,2120,707,1410,4240,3.009,1.063,2.281,5.893,0.61076,0.05526,0.29865,16.105,16.021,15.92,16.136,0.618,-0.253,-1.298,0.932,0.943,0.879,1.021,-1.06,-1.138,1.021,-0.085,-0.186,0.03
"Q9D8N2",76000,75000,81000,73000,80000,78000,76000,75000,16.21,16.19,16.31,16.16,16.29,16.25,16.21,16.19,75500,77000,79000,75500,707,5660,1410,707,0.9366,7.347,1.79,0.9366,0.87699,0.45981,0.46318,16.204,16.233,16.27,16.204,-0.756,0.159,1.353,-0.756,1.02,1.046,1,1.02,1.046,1,0.029,0.065,0
"Q8BHZ0",84000,86000,87000,79000,80000,81000,70000,70000,16.36,16.39,16.41,16.27,16.29,16.31,16.1,16.1,85000,83000,80500,70000,1410,5660,707,0,1.664,6.815,0.8784,0,0.80414,0.34091,0.00266,16.375,16.341,16.297,16.095,0.783,0.509,0.158,-1.45,0.976,0.947,0.824,-1.025,-1.056,-1.214,-0.035,-0.079,-0.279
"Q921M7",160000,150000,160000,150000,150000,160000,140000,140000,17.29,17.19,17.29,17.19,17.19,17.29,17.1,17.1,155000,155000,155000,140000,7070,7070,7070,0,4.562,4.562,4.562,0,1,1,0.03136,17.242,17.242,17.242,17.095,0.5,0.5,0.5,-1.5,1,1,0.903,1,1,-1.107,0,0,-0.147
"Q9WV03",120000,110000,1e+05,110000,120000,120000,140000,140000,16.87,16.75,16.61,16.75,16.87,16.87,17.1,17.1,115000,105000,120000,140000,7070,7070,0,0,6.149,6.734,0,0,0.53345,0.54068,0.00522,16.811,16.68,16.873,17.095,-0.309,-1.066,0.046,1.329,0.913,1.043,1.217,-1.095,1.043,1.217,-0.131,0.061,0.283
"Q8BGR5",23000,25000,24000,23000,21000,21000,30000,29000,14.49,14.61,14.55,14.49,14.36,14.36,14.87,14.82,24000,23500,21000,29500,1410,707,0,707,5.893,3.009,0,2.397,0.84252,0.04943,0.00207,14.551,14.52,14.358,14.848,-0.091,-0.24,-1.034,1.365,0.979,0.875,1.229,-1.021,-1.143,1.229,-0.031,-0.193,0.297
"Q8QZR8",15000,14000,17000,15000,18000,17000,15000,16000,13.87,13.77,14.05,13.87,14.14,14.05,13.87,13.97,14500,16000,17500,15500,707,1410,707,707,4.877,8.839,4.041,4.562,0.58743,0.06401,0.15625,13.824,13.966,14.095,13.92,-1.13,0.13,1.277,-0.276,1.103,1.207,1.069,1.103,1.207,1.069,0.141,0.271,0.096
"Q76LS9",29000,24000,34000,38000,28000,28000,26000,32000,14.82,14.55,15.05,15.21,14.77,14.77,14.67,14.97,26500,36000,28000,29000,3540,2830,0,4240,13.34,7.857,0,14.63,0.36068,0.71543,0.21234,14.694,15.136,14.773,14.824,-0.841,1.442,-0.431,-0.169,1.358,1.057,1.094,1.358,1.057,1.094,0.441,0.08,0.13
"Q6PDI6",29000,30000,29000,26000,27000,27000,26000,26000,14.82,14.87,14.82,14.67,14.72,14.72,14.67,14.67,29500,27500,27000,26000,707,2120,0,0,2.397,7.714,0,0,0.57999,0.1733,0.01717,14.848,14.747,14.721,14.666,1.346,0.02,-0.327,-1.04,0.932,0.915,0.881,-1.073,-1.093,-1.135,-0.102,-0.128,-0.183
"Q68FE6",32000,34000,34000,32000,32000,30000,28000,27000,14.97,15.05,15.05,14.97,14.97,14.87,14.77,14.72,33000,33000,31000,27500,1410,1410,1410,707,4.285,4.285,4.562,2.571,1,0.32115,0.00476,15.01,15.01,14.92,14.747,0.712,0.712,-0.015,-1.409,1,0.939,0.833,1,-1.065,-1.2,0,-0.091,-0.264
"Q9D6I7",73000,76000,74000,71000,73000,75000,63000,70000,16.16,16.21,16.18,16.12,16.16,16.19,15.94,16.1,74500,72500,74000,66500,2120,2120,1410,4950,2.847,2.926,1.911,7.443,0.82322,0.96697,0.02764,16.185,16.146,16.175,16.021,0.703,0.184,0.575,-1.463,0.973,0.993,0.893,-1.028,-1.007,-1.12,-0.039,-0.01,-0.163
"Q4QQM5",13000,14000,12000,12000,14000,13000,16000,15000,13.67,13.77,13.55,13.55,13.77,13.67,13.97,13.87,13500,12000,13500,15500,707,0,707,707,5.238,0,5.238,4.562,0.4255,1,0.01558,13.721,13.551,13.721,13.92,-0.049,-1.174,-0.049,1.271,0.889,1,1.148,-1.125,1,1.148,-0.17,0,0.199
"Q922G2",59000,58000,36000,61000,56000,54000,58000,59000,15.85,15.82,15.14,15.9,15.77,15.72,15.82,15.85,58500,48500,55000,58500,707,17700,1410,707,1.209,36.45,2.571,1.209,0.63912,0.84393,0.46318,15.836,15.566,15.747,15.836,0.705,-1.416,0.007,0.705,0.829,0.94,1,-1.206,-1.064,1,-0.271,-0.089,0
"Q80XP8",73000,71000,38000,83000,70000,66000,68000,68000,16.16,16.12,15.21,16.34,16.1,16.01,16.05,16.05,72000,60500,68000,68000,1410,31800,2830,0,1.964,52.59,4.159,0,0.70149,0.92117,0.40083,16.136,15.885,16.053,16.053,0.986,-1.394,0.204,0.204,0.84,0.944,0.944,-1.19,-1.059,-1.059,-0.252,-0.083,-0.083
"D3YXJ5",6500,7300,6300,6000,6400,7000,8500,7300,12.67,12.83,12.62,12.55,12.64,12.77,13.05,12.83,6900,6150,6700,7900,566,212,424,849,8.198,3.449,6.332,10.74,0.61632,0.82029,0.06914,12.752,12.586,12.71,12.948,0.022,-1.085,-0.261,1.324,0.891,0.971,1.145,-1.122,-1.03,1.145,-0.167,-0.042,0.195
"Q3UVG3",48000,34000,42000,37000,44000,42000,43000,47000,15.55,15.05,15.36,15.18,15.43,15.36,15.39,15.52,41000,39500,43000,45000,9900,3540,1410,2830,24.15,8.951,3.289,6.285,0.99933,0.76555,0.2215,15.323,15.27,15.392,15.458,-0.456,-1.113,0.384,1.185,0.963,1.049,1.098,-1.038,1.049,1.098,-0.054,0.069,0.135
"Q9DCL2",74000,73000,74000,63000,68000,64000,75000,74000,16.18,16.16,16.18,15.94,16.05,15.97,16.19,16.18,73500,68500,66000,74500,707,7780,2830,707,0.9621,11.35,4.285,0.9491,0.63912,0.23832,0.39868,16.165,16.064,16.01,16.185,0.714,-0.509,-1.154,0.949,0.932,0.898,1.014,-1.073,-1.114,1.014,-0.102,-0.155,0.02
"Q9D187",19000,19000,19000,18000,20000,19000,22000,22000,14.21,14.21,14.21,14.14,14.29,14.21,14.43,14.43,19000,18500,19500,22000,0,707,707,0,0,3.822,3.626,0,0.71432,0.57951,0.00339,14.214,14.175,14.251,14.425,-0.477,-0.825,-0.137,1.44,0.974,1.026,1.158,-1.027,1.026,1.158,-0.038,0.037,0.212
"Q3TJZ6",45000,45000,34000,47000,50000,48000,63000,60000,15.46,15.46,15.05,15.52,15.61,15.55,15.94,15.87,45000,40500,49000,61500,0,9190,1410,2120,0,22.7,2.886,3.449,0.67758,0.61868,0.02125,15.458,15.306,15.58,15.908,-0.411,-1.005,0.068,1.348,0.9,1.089,1.367,-1.111,1.089,1.367,-0.152,0.123,0.451
"Q80VD1",150000,150000,110000,150000,140000,140000,170000,160000,17.19,17.19,16.75,17.19,17.1,17.1,17.38,17.29,150000,130000,140000,165000,0,28300,0,7070,0,21.76,0,4.285,0.62568,0.68235,0.20867,17.195,16.988,17.095,17.332,0.288,-1.122,-0.392,1.227,0.867,0.933,1.1,-1.153,-1.072,1.1,-0.206,-0.1,0.138
"E9PYD1",55000,55000,51000,53000,55000,56000,56000,55000,15.75,15.75,15.64,15.69,15.75,15.77,15.77,15.75,55000,52000,55500,55500,0,1410,707,707,0,2.72,1.274,1.274,0.45169,0.82103,0.34598,15.747,15.666,15.76,15.76,0.303,-1.486,0.592,0.592,0.945,1.009,1.009,-1.058,1.009,1.009,-0.082,0.013,0.013
"Q8K368",46000,46000,47000,45000,41000,40000,44000,44000,15.49,15.49,15.52,15.46,15.32,15.29,15.43,15.43,46000,46000,40500,44000,0,1410,707,0,0,3.074,1.746,0,1,0.01521,0.06682,15.489,15.489,15.306,15.425,0.715,0.715,-1.406,-0.025,1,0.88,0.957,1,-1.136,-1.045,0,-0.184,-0.063
"Q99M01",46000,46000,46000,45000,46000,46000,48000,46000,15.49,15.49,15.49,15.46,15.49,15.49,15.55,15.49,46000,45500,46000,47000,0,707,0,1410,0,1.554,0,3.009,0.87387,1,0.20705,15.489,15.474,15.489,15.52,-0.195,-0.999,-0.195,1.388,0.989,1,1.022,-1.011,1,1.022,-0.016,0,0.031
"Q8C0C7",170000,180000,160000,160000,190000,190000,230000,240000,17.38,17.46,17.29,17.29,17.54,17.54,17.81,17.87,175000,160000,190000,235000,7070,0,0,7070,4.041,0,0,3.009,0.36298,0.09335,0.00025,17.417,17.288,17.536,17.842,-0.437,-0.982,0.063,1.356,0.914,1.086,1.343,-1.094,1.086,1.343,-0.13,0.119,0.425
"Q9WUA2",160000,160000,140000,150000,170000,170000,2e+05,2e+05,17.29,17.29,17.1,17.19,17.38,17.38,17.61,17.61,160000,145000,170000,2e+05,0,7070,0,0,0,4.877,0,0,0.30229,0.17581,0.00062,17.288,17.146,17.375,17.61,-0.344,-1.073,0.106,1.311,0.906,1.062,1.25,-1.104,1.062,1.25,-0.142,0.087,0.322
"P41047",3500,4200,4600,3900,6200,4800,5900,6300,11.77,12.04,12.17,11.93,12.6,12.23,12.53,12.62,3850,4250,5500,6100,495,495,990,283,12.86,11.65,18,4.637,0.73601,0.08493,0.00763,11.911,12.053,12.425,12.575,-1.063,-0.604,0.593,1.074,1.104,1.429,1.584,1.104,1.429,1.584,0.143,0.515,0.664
"Q6DI86",34000,33000,34000,32000,38000,35000,48000,47000,15.05,15.01,15.05,14.97,15.21,15.1,15.55,15.52,33500,33000,36500,47500,707,1410,2120,707,2.111,4.285,5.812,1.489,0.91101,0.17192,4e-04,15.032,15.01,15.156,15.536,-0.622,-0.711,-0.114,1.447,0.985,1.09,1.418,-1.015,1.09,1.418,-0.022,0.124,0.504
"Q7TMV3",36000,38000,37000,37000,40000,42000,55000,48000,15.14,15.21,15.18,15.18,15.29,15.36,15.75,15.55,37000,37000,41000,51500,1410,0,1410,4950,3.822,0,3.449,9.611,1,0.21618,0.00149,15.175,15.175,15.323,15.652,-0.695,-0.695,-0.036,1.426,1,1.108,1.392,1,1.108,1.392,0,0.148,0.477
"A2AQ53",16000,14000,17000,15000,16000,15000,15000,14000,13.97,13.77,14.05,13.87,13.97,13.87,13.87,13.77,15000,16000,15500,14500,1410,1410,707,707,9.428,8.839,4.562,4.877,0.70664,0.7645,0.32422,13.873,13.966,13.92,13.824,-0.374,1.149,0.4,-1.175,1.067,1.033,0.967,1.067,1.033,-1.034,0.094,0.047,-0.048
"Q61554",22000,23000,23000,27000,26000,25000,28000,27000,14.43,14.49,14.49,14.72,14.67,14.61,14.77,14.72,22500,25000,25500,27500,707,2830,707,707,3.143,11.31,2.773,2.571,0.58255,0.1819,0.01256,14.458,14.61,14.638,14.747,-1.302,-0.029,0.21,1.122,1.111,1.133,1.222,1.111,1.133,1.222,0.152,0.18,0.289
"Q8R089",31000,32000,32000,31000,34000,33000,34000,33000,14.92,14.97,14.97,14.92,15.05,15.01,15.05,15.01,31500,31500,33500,33500,707,707,707,707,2.245,2.245,2.111,2.111,1,0.14835,0.03869,14.943,14.943,15.032,15.032,-0.866,-0.866,0.866,0.866,1,1.063,1.063,1,1.063,1.063,0,0.088,0.088
"Q8BID8",19000,20000,19000,18000,16000,17000,21000,20000,14.21,14.29,14.21,14.14,13.97,14.05,14.36,14.29,19500,18500,16500,20500,707,707,707,707,3.626,3.822,4.285,3.449,0.63912,0.03015,0.13744,14.251,14.175,14.01,14.323,0.456,-0.11,-1.339,0.993,0.949,0.846,1.051,-1.054,-1.182,1.051,-0.076,-0.241,0.072
"Q91W61",18000,18000,18000,19000,21000,21000,22000,23000,14.14,14.14,14.14,14.21,14.36,14.36,14.43,14.49,18000,18500,21000,22500,0,707,0,707,0,3.822,0,3.143,0.70624,0.01501,0.00064,14.136,14.175,14.358,14.458,-0.959,-0.7,0.502,1.157,1.028,1.167,1.25,1.028,1.167,1.25,0.04,0.223,0.322
"E9PYR1",22000,23000,26000,23000,25000,23000,28000,28000,14.43,14.49,14.67,14.49,14.61,14.49,14.77,14.77,22500,24500,24000,28000,707,2120,1410,0,3.143,8.658,5.893,0,0.61514,0.43844,0.00639,14.458,14.58,14.551,14.773,-1.003,-0.076,-0.3,1.378,1.089,1.067,1.244,1.089,1.067,1.244,0.123,0.094,0.315
"Q8C4V4",40000,43000,52000,47000,45000,44000,48000,45000,15.29,15.39,15.67,15.52,15.46,15.43,15.55,15.46,41500,49500,44500,46500,2120,3540,707,2120,5.112,7.142,1.589,4.562,0.29846,0.35686,0.03946,15.341,15.595,15.442,15.505,-1.212,1.163,-0.272,0.321,1.193,1.072,1.12,1.193,1.072,1.12,0.255,0.1,0.163
"Q8CIG9",54000,56000,52000,53000,49000,53000,44000,44000,15.72,15.77,15.67,15.69,15.58,15.69,15.43,15.43,55000,52500,51000,44000,1410,707,2830,0,2.571,1.347,5.546,0,0.63912,0.15666,0.00116,15.747,15.68,15.638,15.425,0.895,0.413,0.112,-1.42,0.955,0.927,0.8,-1.047,-1.079,-1.25,-0.066,-0.109,-0.322
"Q8K2I9",9700,8700,9400,9700,9200,9500,8000,8600,13.24,13.09,13.2,13.24,13.17,13.21,12.97,13.07,9200,9550,9350,8300,707,212,212,424,7.686,2.221,2.269,5.112,0.7478,0.83955,0.04978,13.167,13.221,13.191,13.019,0.198,0.798,0.458,-1.454,1.038,1.016,0.902,1.038,1.016,-1.109,0.054,0.023,-0.149
"Q8VDH1",12000,11000,11000,10000,12000,11000,12000,12000,13.55,13.43,13.43,13.29,13.55,13.43,13.55,13.55,11500,10500,11500,12000,707,707,707,0,6.149,6.734,6.149,0,0.58743,1,0.23096,13.489,13.358,13.489,13.551,0.215,-1.401,0.215,0.971,0.913,1,1.043,-1.095,1,1.043,-0.131,0,0.061
"Q78JE5",59000,61000,56000,62000,58000,60000,57000,58000,15.85,15.9,15.77,15.92,15.82,15.87,15.8,15.82,60000,59000,59000,57500,1410,4240,1410,707,2.357,7.191,2.397,1.23,0.88917,0.81107,0.18181,15.873,15.848,15.848,15.811,1.084,0.127,0.127,-1.339,0.983,0.983,0.958,-1.017,-1.017,-1.044,-0.025,-0.025,-0.062
"Q8BIG4",26000,25000,24000,28000,29000,28000,32000,33000,14.67,14.61,14.55,14.77,14.82,14.77,14.97,15.01,25500,26000,28500,32500,707,2830,707,707,2.773,10.88,2.481,2.176,0.95338,0.21006,0.00552,14.638,14.666,14.799,14.988,-0.843,-0.667,0.162,1.348,1.02,1.118,1.275,1.02,1.118,1.275,0.029,0.161,0.35
"Q9DC63",31000,31000,31000,30000,29000,28000,30000,29000,14.92,14.92,14.92,14.87,14.82,14.77,14.87,14.82,31000,30500,28500,29500,0,707,707,707,0,2.318,2.481,2.397,0.82,0.06549,0.06257,14.92,14.897,14.799,14.848,1.005,0.569,-1.249,-0.325,0.984,0.919,0.952,-1.016,-1.088,-1.05,-0.023,-0.122,-0.071
"Q9CPU7",11000,11000,10000,11000,11000,8900,13000,12000,13.43,13.43,13.29,13.43,13.43,13.12,13.67,13.55,11000,10500,9950,12500,0,707,1480,707,0,6.734,14.92,5.657,0.83801,0.4025,0.09907,13.425,13.358,13.28,13.61,0.049,-0.429,-0.981,1.361,0.955,0.905,1.136,-1.047,-1.105,1.136,-0.066,-0.144,0.184
"Q8BMI0",43000,45000,42000,42000,46000,47000,49000,49000,15.39,15.46,15.36,15.36,15.49,15.52,15.58,15.58,44000,42000,46500,49000,1410,0,707,0,3.214,0,1.521,0,0.54692,0.14784,0.0045,15.425,15.358,15.505,15.58,-0.435,-1.131,0.391,1.174,0.955,1.057,1.114,-1.047,1.057,1.114,-0.066,0.08,0.156
"Q8CHQ0",78000,79000,83000,72000,70000,72000,60000,62000,16.25,16.27,16.34,16.14,16.1,16.14,15.87,15.92,78500,77500,71000,61000,707,7780,1410,1410,0.9008,10.04,1.992,2.318,0.95177,0.21259,0.00345,16.26,16.242,16.116,15.897,0.787,0.676,-0.078,-1.385,0.987,0.904,0.777,-1.013,-1.106,-1.287,-0.019,-0.146,-0.364
"Q6PDJ6",38000,39000,32000,29000,33000,34000,31000,31000,15.21,15.25,14.97,14.82,15.01,15.05,14.92,14.92,38500,30500,33500,31000,707,2120,707,0,1.837,6.955,2.111,0,0.12237,0.04982,0.00211,15.233,14.897,15.032,14.92,1.384,-0.807,0.076,-0.654,0.792,0.87,0.805,-1.263,-1.149,-1.242,-0.336,-0.201,-0.313
"Q8BG80",20000,21000,16000,22000,22000,23000,30000,28000,14.29,14.36,13.97,14.43,14.43,14.49,14.87,14.77,20500,19000,22500,29000,707,4240,707,1410,3.449,22.33,3.143,4.877,0.74756,0.58555,0.01572,14.323,14.214,14.458,14.824,-0.494,-0.907,0.011,1.39,0.927,1.098,1.415,-1.079,1.098,1.415,-0.109,0.135,0.501
"Q9QZN4",66000,67000,62000,65000,59000,58000,66000,60000,16.01,16.03,15.92,15.99,15.85,15.82,16.01,15.87,66500,63500,58500,63000,707,2120,707,4240,1.063,3.341,1.209,6.734,0.65207,0.06645,0.11921,16.021,15.954,15.836,15.943,1.076,0.206,-1.34,0.057,0.955,0.88,0.947,-1.047,-1.136,-1.056,-0.066,-0.184,-0.079
"Q3U7U3",81000,81000,82000,79000,77000,79000,75000,73000,16.31,16.31,16.32,16.27,16.23,16.27,16.19,16.16,81000,80500,78000,74000,0,2120,1410,1410,0,2.635,1.813,1.911,0.96552,0.31536,0.00901,16.306,16.297,16.251,16.175,0.813,0.663,-0.101,-1.375,0.994,0.963,0.914,-1.006,-1.038,-1.094,-0.009,-0.054,-0.13
"Q60584",11000,11000,11000,11000,8500,11000,9700,8300,13.43,13.43,13.43,13.43,13.05,13.43,13.24,13.02,11000,11000,9750,9000,0,0,1770,990,0,0,18.13,11,1,0.4025,0.05461,13.425,13.425,13.251,13.136,0.817,0.817,-0.41,-1.224,1,0.886,0.818,1,-1.129,-1.222,0,-0.175,-0.29
"Q9JMJ2",44000,50000,39000,48000,49000,46000,51000,54000,15.43,15.61,15.25,15.55,15.58,15.49,15.64,15.72,47000,43500,47500,52500,4240,6360,2120,2120,9.027,14.63,4.466,4.041,0.70624,0.97428,0.13318,15.52,15.409,15.536,15.68,-0.142,-1.145,-0.005,1.292,0.926,1.011,1.117,-1.08,1.011,1.117,-0.111,0.016,0.16
"P08101",18000,18000,19000,19000,18000,16000,17000,18000,14.14,14.14,14.21,14.21,14.14,13.97,14.05,14.14,18000,19000,17000,17500,0,0,1410,707,0,0,8.319,4.041,0.65207,0.40732,0.27996,14.136,14.214,14.053,14.095,0.165,1.306,-1.041,-0.429,1.056,0.944,0.972,1.056,-1.059,-1.029,0.079,-0.083,-0.041
"Q61559",38000,32000,39000,29000,29000,26000,22000,18000,15.21,14.97,15.25,14.82,14.82,14.67,14.43,14.14,35000,34000,27500,20000,4240,7070,2120,2830,12.12,20.8,7.714,14.14,0.96257,0.25417,0.00617,15.095,15.053,14.747,14.288,0.803,0.691,-0.131,-1.364,0.971,0.786,0.571,-1.03,-1.272,-1.751,-0.042,-0.347,-0.808
"Q8K285",49000,48000,53000,51000,44000,44000,38000,36000,15.58,15.55,15.69,15.64,15.43,15.43,15.21,15.14,48500,52000,44000,37000,707,1410,0,1410,1.458,2.72,0,3.822,0.45169,0.0581,0.00032,15.566,15.666,15.425,15.175,0.505,0.978,-0.154,-1.329,1.072,0.907,0.763,1.072,-1.103,-1.311,0.1,-0.141,-0.39
"Q3UQN2",53000,53000,61000,50000,62000,60000,62000,64000,15.69,15.69,15.9,15.61,15.92,15.87,15.92,15.97,53000,55500,61000,63000,0,7780,1410,1410,0,14.01,2.318,2.245,0.83127,0.1938,0.0313,15.694,15.76,15.897,15.943,-1.116,-0.544,0.63,1.03,1.047,1.151,1.189,1.047,1.151,1.189,0.066,0.203,0.25
"Q6PFY1",33000,29000,25000,32000,33000,34000,31000,33000,15.01,14.82,14.61,14.97,15.01,15.05,14.92,15.01,31000,28500,33500,32000,2830,4950,707,1410,9.124,17.37,2.111,4.419,0.70624,0.59107,0.3592,14.92,14.799,15.032,14.966,-0.093,-1.326,1.045,0.373,0.919,1.081,1.032,-1.088,1.081,1.032,-0.122,0.112,0.045
"Q3USJ8",25000,27000,24000,26000,25000,26000,29000,27000,14.61,14.72,14.55,14.67,14.61,14.67,14.82,14.72,26000,25000,25500,28000,1410,1410,707,1410,5.439,5.657,2.773,5.051,0.74357,0.82127,0.10005,14.666,14.61,14.638,14.773,-0.078,-0.871,-0.471,1.419,0.962,0.981,1.077,-1.04,-1.019,1.077,-0.056,-0.028,0.107
"Q920A9",27000,26000,31000,28000,27000,28000,26000,25000,14.72,14.67,14.92,14.77,14.72,14.77,14.67,14.61,26500,29500,27500,25500,707,2120,707,707,2.668,7.191,2.571,2.773,0.45169,0.57951,0.21204,14.694,14.848,14.747,14.638,-0.426,1.302,0.171,-1.046,1.113,1.038,0.962,1.113,1.038,-1.04,0.154,0.054,-0.056
"P46656",32000,28000,33000,30000,33000,33000,36000,37000,14.97,14.77,15.01,14.87,15.01,15.01,15.14,15.18,30000,31500,33000,36500,2830,2120,0,707,9.428,6.734,0,1.937,0.7238,0.2686,0.01124,14.873,14.943,15.01,15.156,-1.017,-0.434,0.123,1.328,1.05,1.1,1.217,1.05,1.1,1.217,0.07,0.138,0.283
"Q9CPW2",27000,28000,28000,25000,29000,29000,33000,31000,14.72,14.77,14.77,14.61,14.82,14.82,15.01,14.92,27500,26500,29000,32000,707,2120,0,1410,2.571,8.005,0,4.419,0.74351,0.46783,0.01485,14.747,14.694,14.824,14.966,-0.511,-0.964,0.137,1.338,0.964,1.055,1.164,-1.037,1.055,1.164,-0.053,0.077,0.219
"Q61578",140000,130000,130000,130000,120000,120000,120000,110000,17.1,16.99,16.99,16.99,16.87,16.87,16.87,16.75,135000,130000,120000,115000,7070,0,0,7070,5.238,0,0,6.149,0.7155,0.09348,0.00756,17.043,16.988,16.873,16.811,1.079,0.563,-0.53,-1.112,0.963,0.889,0.852,-1.038,-1.125,-1.174,-0.054,-0.17,-0.231
"P22315",98000,92000,79000,1e+05,88000,92000,85000,83000,16.58,16.49,16.27,16.61,16.43,16.49,16.38,16.34,95000,89500,90000,84000,4240,14800,2830,1410,4.466,16.59,3.143,1.684,0.75105,0.68897,0.10825,16.536,16.45,16.458,16.358,1.175,-0.009,0.102,-1.268,0.942,0.947,0.884,-1.062,-1.056,-1.131,-0.086,-0.079,-0.178
"Q91Z50",110000,110000,78000,110000,110000,110000,120000,120000,16.75,16.75,16.25,16.75,16.75,16.75,16.87,16.87,110000,94000,110000,120000,0,22600,0,0,0,24.07,0,0,0.62442,1,0.24124,16.747,16.52,16.747,16.873,0.172,-1.373,0.172,1.028,0.855,1,1.091,-1.17,1,1.091,-0.226,0,0.126
"P39749",1e+05,1e+05,78000,110000,1e+05,1e+05,110000,110000,16.61,16.61,16.25,16.75,16.61,16.61,16.75,16.75,1e+05,94000,1e+05,110000,0,22600,0,0,0,24.07,0,0,0.80401,1,0.22432,16.61,16.52,16.61,16.747,-0.129,-1.082,-0.129,1.34,0.94,1,1.1,-1.064,1,1.1,-0.089,0,0.138
"Q8CIB5",120000,140000,130000,140000,140000,150000,93000,110000,16.87,17.1,16.99,17.1,17.1,17.19,16.5,16.75,130000,135000,145000,101500,14100,7070,7070,12000,10.88,5.238,4.877,11.84,0.87037,0.38487,0.01877,16.988,17.043,17.146,16.631,0.162,0.406,0.867,-1.435,1.038,1.115,0.781,1.038,1.115,-1.28,0.054,0.157,-0.357
"Q8K1B8",170000,170000,170000,170000,160000,160000,130000,130000,17.38,17.38,17.38,17.38,17.29,17.29,16.99,16.99,170000,170000,160000,130000,0,0,0,0,0,0,0,0,1,0.0534,7e-05,17.375,17.375,17.288,16.988,0.646,0.646,0.17,-1.462,1,0.941,0.765,1,-1.063,-1.307,0,-0.088,-0.386
"Q6TYB5",20000,21000,23000,19000,19000,18000,19000,17000,14.29,14.36,14.49,14.21,14.21,14.14,14.21,14.05,20500,21000,18500,18000,707,2830,707,1410,3.449,13.47,3.822,7.857,0.96902,0.39311,0.08381,14.323,14.358,14.175,14.136,0.69,1.008,-0.668,-1.03,1.024,0.902,0.878,1.024,-1.109,-1.139,0.034,-0.149,-0.188
